Packet Counter,Source,Destination,Timestamp,Protocol
388,192.168.2.107,192.168.2.77,2020-09-06 23:33:46.120323,17
389,192.168.2.107,192.168.2.77,2020-09-06 23:33:46.120442,17
390,192.168.2.77,192.168.2.107,2020-09-06 23:33:46.138487,17
391,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.160296,6
392,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.160296,6
393,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.160318,6
394,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.160339,6
395,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.163540,6
396,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.163560,6
397,192.168.2.77,192.168.2.107,2020-09-06 23:33:46.168923,6
398,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.169863,6
399,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.169863,6
400,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.169876,6
401,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.169898,6
402,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.170384,6
403,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.170393,6
404,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.170591,6
405,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.170606,6
406,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.171774,6
407,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.171784,6
408,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.192066,6
409,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.192084,6
410,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.193911,6
411,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.193923,6
412,192.168.2.107,192.168.2.77,2020-09-06 23:33:46.459862,17
413,192.168.2.77,192.168.2.107,2020-09-06 23:33:46.492906,17
414,192.168.2.107,192.168.2.77,2020-09-06 23:33:46.493661,17
415,192.168.2.107,192.168.2.77,2020-09-06 23:33:46.493693,17
416,192.168.2.77,192.168.2.107,2020-09-06 23:33:46.508096,17
417,192.168.2.107,192.168.2.77,2020-09-06 23:33:46.555994,17
418,192.168.2.107,192.168.2.77,2020-09-06 23:33:46.556030,17
419,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.561921,6
420,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.561921,6
421,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.561967,6
422,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.561993,6
423,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.565063,6
424,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.565097,6
425,192.168.2.77,192.168.2.107,2020-09-06 23:33:46.570582,17
426,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.570962,6
427,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.570986,6
428,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.571045,6
429,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.571054,6
430,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.571855,6
431,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.571872,6
432,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.571950,6
433,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.571958,6
434,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.573066,6
435,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.573100,6
436,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.593619,6
437,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.593634,6
438,192.168.2.111,192.168.2.107,2020-09-06 23:33:46.595332,6
439,192.168.2.107,192.168.2.111,2020-09-06 23:33:46.595358,6
440,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.063896,6
441,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.063929,6
442,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.064153,6
443,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.064173,6
444,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.066836,6
445,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.066850,6
446,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.073073,6
447,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.073073,6
448,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.073091,6
449,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.073101,6
450,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.073679,6
451,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.073691,6
452,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.074621,6
453,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.074631,6
454,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.075010,6
455,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.075025,6
456,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.095999,6
457,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.096014,6
458,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.097646,6
459,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.097661,6
460,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.113393,6
461,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.113471,6
462,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.113577,6
463,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.113686,6
464,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.113793,6
465,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.113914,6
466,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.114016,6
467,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.114118,6
468,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.114244,6
469,192.168.2.111,192.168.2.77,2020-09-06 23:33:47.114587,6
470,192.168.2.77,192.168.2.111,2020-09-06 23:33:47.115367,6
471,192.168.2.77,192.168.2.111,2020-09-06 23:33:47.115367,6
472,192.168.2.77,192.168.2.111,2020-09-06 23:33:47.115367,6
473,192.168.2.77,192.168.2.111,2020-09-06 23:33:47.116159,6
474,192.168.2.77,192.168.2.111,2020-09-06 23:33:47.116159,6
475,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.165059,6
476,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.165079,6
477,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.165190,6
478,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.165204,6
479,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.167804,6
480,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.167833,6
481,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.173778,6
482,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.173805,6
483,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.173828,6
484,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.173837,6
485,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.174642,6
486,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.174658,6
487,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.175412,6
488,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.175422,6
489,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.175657,6
490,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.175668,6
491,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.197185,6
492,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.197222,6
493,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.198628,6
494,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.198636,6
495,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.275462,6
496,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.275470,17
497,192.168.2.77,192.168.2.107,2020-09-06 23:33:47.285046,17
498,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.301931,17
499,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.305949,17
500,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.305990,17
501,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.306016,17
502,192.168.2.77,192.168.2.107,2020-09-06 23:33:47.343643,6
503,192.168.2.77,192.168.2.107,2020-09-06 23:33:47.343643,17
504,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.366500,6
505,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.366525,6
506,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.366570,6
507,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.366588,6
508,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.369020,6
509,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.369043,6
510,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.374521,6
511,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.374539,6
512,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.374592,6
513,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.374602,6
514,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.375642,6
515,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.375653,6
516,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.376690,6
517,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.376709,6
518,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.376880,6
519,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.376888,6
520,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.398309,6
521,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.398325,6
522,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.399717,6
523,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.399733,6
524,192.168.2.77,192.168.2.255,2020-09-06 23:33:47.535490,17
525,192.168.2.77,224.0.0.251,2020-09-06 23:33:47.536524,17
526,192.168.2.77,224.0.0.252,2020-09-06 23:33:47.537060,17
527,192.168.2.1,239.255.255.250,2020-09-06 23:33:47.667699,17
528,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.667699,6
529,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.667699,6
530,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.667735,6
531,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.667749,6
532,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.670125,6
533,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.670141,6
534,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.675446,6
535,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.675446,6
536,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.675469,6
537,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.675487,6
538,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.676554,6
539,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.676566,6
540,192.168.2.1,239.255.255.250,2020-09-06 23:33:47.677237,17
541,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.677648,6
542,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.677660,6
543,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.677735,6
544,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.677742,6
545,192.168.2.1,239.255.255.250,2020-09-06 23:33:47.687322,17
546,192.168.2.1,239.255.255.250,2020-09-06 23:33:47.697255,17
547,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.699699,6
548,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.699715,6
549,192.168.2.111,192.168.2.107,2020-09-06 23:33:47.700812,6
550,192.168.2.107,192.168.2.111,2020-09-06 23:33:47.700822,6
551,192.168.2.1,239.255.255.250,2020-09-06 23:33:47.707459,17
552,192.168.2.1,239.255.255.250,2020-09-06 23:33:47.717385,17
553,192.168.2.1,239.255.255.250,2020-09-06 23:33:47.727260,17
554,192.168.2.1,239.255.255.250,2020-09-06 23:33:47.737554,17
555,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.900430,17
556,192.168.2.77,192.168.2.107,2020-09-06 23:33:47.928016,17
557,192.168.2.77,224.0.0.252,2020-09-06 23:33:47.943543,17
558,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.961999,17
559,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.962062,17
560,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.962077,17
561,192.168.2.107,192.168.2.77,2020-09-06 23:33:47.962094,17
562,192.168.2.77,192.168.2.107,2020-09-06 23:33:47.995912,17
563,192.168.2.108,192.168.2.1,2020-09-06 23:33:48.055519,17
564,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.057313,17
565,192.168.2.108,192.168.2.1,2020-09-06 23:33:48.057636,6
566,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.058405,6
567,192.168.2.108,192.168.2.1,2020-09-06 23:33:48.058512,6
568,192.168.2.108,192.168.2.1,2020-09-06 23:33:48.063015,6
569,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.063765,6
570,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.065143,6
571,192.168.2.108,192.168.2.1,2020-09-06 23:33:48.065677,6
572,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.069057,6
573,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.069086,6
574,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.069270,6
575,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.069284,6
576,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.071164,6
577,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.071175,6
578,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.076430,6
579,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.076439,6
580,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.076479,6
581,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.076494,6
582,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.077654,6
583,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.077664,6
584,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.078686,6
585,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.078695,6
586,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.078793,6
587,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.078800,6
588,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.096690,6
589,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.100965,6
590,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.100982,6
591,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.101872,6
592,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.101888,6
593,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.116111,6
594,192.168.2.108,192.168.2.1,2020-09-06 23:33:48.116523,6
595,192.168.2.108,192.168.2.1,2020-09-06 23:33:48.116541,6
596,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.117257,6
597,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.118134,6
598,192.168.2.108,192.168.2.1,2020-09-06 23:33:48.118232,6
599,192.168.2.1,192.168.2.108,2020-09-06 23:33:48.118297,6
600,192.168.2.77,192.168.2.255,2020-09-06 23:33:48.278373,17
601,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.491413,6
602,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.491512,17
603,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.491559,17
604,192.168.2.77,192.168.2.107,2020-09-06 23:33:48.500753,17
605,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.520806,17
606,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530147,17
607,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530188,17
608,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530203,17
609,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530224,17
610,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530267,17
611,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530286,17
612,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530306,17
613,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530324,17
614,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530343,17
615,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530360,17
616,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530378,17
617,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530396,17
618,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530416,17
619,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530434,17
620,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530453,17
621,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530471,17
622,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530490,17
623,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530508,17
624,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530526,17
625,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530544,17
626,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530561,17
627,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530577,17
628,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530594,17
629,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530611,17
630,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530627,17
631,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530644,17
632,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530660,17
633,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530677,17
634,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530693,17
635,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530710,17
636,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530727,17
637,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530760,17
638,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530777,17
639,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530793,17
640,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530835,17
641,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530854,17
642,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530871,17
643,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530889,17
644,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530906,17
645,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530924,17
646,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530945,17
647,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530962,17
648,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530979,17
649,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.530996,17
650,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531012,17
651,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531030,17
652,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531046,17
653,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531089,17
654,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531108,17
655,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531173,17
656,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531191,17
657,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531208,17
658,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531225,17
659,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531241,17
660,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531262,17
661,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531280,17
662,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531296,17
663,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531313,17
664,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531329,17
665,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.531348,17
666,192.168.2.77,192.168.2.107,2020-09-06 23:33:48.544068,6
667,192.168.2.77,192.168.2.107,2020-09-06 23:33:48.560264,17
668,192.168.2.77,192.168.2.107,2020-09-06 23:33:48.560264,17
669,192.168.2.77,192.168.2.107,2020-09-06 23:33:48.560264,17
670,192.168.2.77,192.168.2.107,2020-09-06 23:33:48.561146,17
671,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.571036,6
672,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.571036,6
673,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.571060,6
674,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.571084,6
675,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.572801,6
676,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.572816,6
677,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.578057,6
678,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.578088,6
679,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.578122,6
680,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.578130,6
681,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.579765,6
682,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.579774,6
683,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.580718,6
684,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.580728,6
685,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.580762,6
686,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.580770,6
687,192.168.2.107,192.168.2.77,2020-09-06 23:33:48.583299,17
688,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.603821,6
689,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.603846,6
690,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.603928,6
691,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.603937,6
692,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.628182,6
693,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.628293,6
694,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.628369,6
695,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.628478,6
696,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.628589,6
697,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.628697,6
698,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.628803,6
699,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.628912,6
700,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.629017,6
701,192.168.2.111,192.168.2.77,2020-09-06 23:33:48.629120,6
702,192.168.2.77,192.168.2.111,2020-09-06 23:33:48.630391,6
703,192.168.2.77,192.168.2.111,2020-09-06 23:33:48.630391,6
704,192.168.2.77,192.168.2.111,2020-09-06 23:33:48.638038,6
705,192.168.2.77,192.168.2.111,2020-09-06 23:33:48.638038,6
706,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.671908,6
707,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.671926,6
708,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.671972,6
709,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.671981,6
710,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.673490,6
711,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.673505,6
712,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.678716,6
713,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.678754,6
714,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.678802,6
715,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.678813,6
716,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.680427,6
717,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.680437,6
718,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.681342,6
719,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.681351,6
720,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.681396,6
721,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.681405,6
722,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.704592,6
723,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.704592,6
724,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.704611,6
725,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.704624,6
726,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.872994,6
727,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.872994,6
728,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.873024,6
729,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.873038,6
730,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.874435,6
731,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.874452,6
732,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.879498,6
733,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.879510,6
734,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.879627,6
735,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.879636,6
736,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.881374,6
737,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.881383,6
738,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.882494,6
739,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.882521,6
740,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.882581,6
741,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.882591,6
742,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.905844,6
743,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.905873,6
744,192.168.2.111,192.168.2.107,2020-09-06 23:33:48.905897,6
745,192.168.2.107,192.168.2.111,2020-09-06 23:33:48.905906,6
746,192.168.2.77,192.168.2.255,2020-09-06 23:33:49.028855,17
747,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.119959,17
748,192.168.2.77,192.168.2.107,2020-09-06 23:33:49.147723,17
749,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.174268,6
750,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.174268,6
751,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.174300,6
752,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.174317,6
753,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.175393,6
754,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.175405,6
755,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.180414,6
756,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.180439,6
757,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.180491,6
758,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.180501,6
759,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.181354,17
760,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.181384,17
761,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.181405,17
762,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.182275,6
763,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.182288,6
764,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.183469,6
765,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.183478,6
766,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.183561,6
767,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.183572,6
768,192.168.2.77,192.168.2.107,2020-09-06 23:33:49.199776,17
769,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.206843,6
770,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.206861,6
771,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.206890,6
772,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.206899,6
773,192.168.2.77,192.168.2.255,2020-09-06 23:33:49.520034,17
774,192.168.2.77,224.0.0.251,2020-09-06 23:33:49.520982,17
775,192.168.2.77,224.0.0.252,2020-09-06 23:33:49.522086,17
